"","shop_id","model_id","offer_id","binary_ware_md5","category_id","flags_available","local","flags_cpa","binary_price_price","fee","flags_yx_money","fast_delivery","flags_inpost_enable","flags_delivery","flags_any_delivery","flags_post_term","shop_rating","pricelevel","cond.main","days_to"
"8815",71538,12823985,"3281800","IKR4TWqLTDO0Uej-1LNCvQ",91491,TRUE,TRUE,TRUE,13310,200,FALSE,NA,FALSE,FALSE,"False","False",5,1,TRUE,NA
"8816",71538,12831087,"3014510","PTMy86AlRA0oCxTKkxJmEA",91491,TRUE,TRUE,TRUE,5555.42,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8817",71538,12839750,"3045866","TBWnK4K_bB9BVaUbBZ0bVQ",91491,TRUE,TRUE,TRUE,3917.98,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8818",71538,12840934,"3048885","2ihkpw6yjIUDl_tqSNpiog",91491,TRUE,TRUE,TRUE,45591.44,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8819",71538,12840934,"3048886","sOzIYch8EiGxgNZvLqZBGg",91491,TRUE,TRUE,TRUE,44822.42,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8820",71538,12840970,"3162102","bAh_tv0QJr3nC4TQR483OQ",91491,TRUE,TRUE,TRUE,12990,200,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"8821",71538,12840970,"3162106","_mQMDsvzwlxdNmGy2MeUbw",91491,TRUE,TRUE,TRUE,12005.35,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8822",71538,12840984,"3043706","PPYDy2k7jsnTPewo2gm3cw",91491,TRUE,TRUE,TRUE,34262.43,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8823",71538,12840987,"3041683","3PtIOGjXtoTcB-AoZimxSQ",91491,TRUE,TRUE,TRUE,32344.36,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8824",71538,12840990,"3048843","nlsw0EgvC3Rpzq__V7fEYg",91491,TRUE,TRUE,TRUE,43543.61,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8825",71538,12840990,"3048887","EaKi_plCRjvN6zKNYmfm4Q",91491,TRUE,TRUE,TRUE,43543.61,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8826",71538,12840990,"3055973","AmpsSOz0-czkiXCgYZobOg",91491,TRUE,TRUE,TRUE,43543.61,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8827",71538,12841663,"3052163","qH2ESAzBDyQI14RA2dlsXQ",91491,TRUE,TRUE,TRUE,15990,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8828",71538,12841666,"3046824","Tg9JhxMthj3wJL--UNuwGw",91491,TRUE,TRUE,TRUE,15944.05,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8829",71538,12847131,"3013124","2PBbIPaIoE3eU4N_wRrypg",91491,TRUE,TRUE,TRUE,8721.56,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8830",71538,12847131,"3013125","CL-8Cfv3HSfAmrNWRO0_lw",91491,TRUE,TRUE,TRUE,8721.56,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8831",71538,12847131,"3254324","nDfFtUgKzqSDOQ1WzDitkw",91491,TRUE,TRUE,TRUE,9620.58,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8832",71538,12847131,"3254325","1KMyWedn9PcZbAjCYk_BQA",91491,TRUE,TRUE,TRUE,9620.58,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8833",71538,12847672,"3045585","2kW6RmFcNkdOyrElJSwhug",91491,TRUE,TRUE,TRUE,5641.18,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8834",71538,12847672,"3063374","K2adl0dy52GiDTkxsC_Rog",91491,TRUE,TRUE,TRUE,5641.18,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8835",71538,12858630,"3044297","6f90LYpv79lNG_Mpq3fI0A",91491,TRUE,TRUE,TRUE,48445.72,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8836",71538,12858630,"3044982","hK4ukTwSYCUNumgxvge3IA",91491,TRUE,TRUE,TRUE,48292.84,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8837",71538,12859246,"3044910","T96ftUGtp7y_8dTtwgqxQw",91491,TRUE,TRUE,TRUE,56291.83,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8838",71538,12867173,"3294203","teuech3dKQ8FI-35J685eQ",91491,TRUE,TRUE,TRUE,9655.33,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8839",71538,12873414,"3042059","ofH2Yc_wHaaz584ycxxM5g",91491,TRUE,TRUE,TRUE,4176.64,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8840",71538,12889306,"3055648","f_GB0KeSV6oZB4zIfmprtw",91491,TRUE,TRUE,TRUE,14005.16,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8841",71538,12900727,"3039317","-4JN5ZK7YNv7vlENfHoOKA",91491,TRUE,TRUE,TRUE,18659.06,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8842",71538,12907407,"3046891","1ZVYhTABDDJGs_KHT4B3TA",91491,TRUE,TRUE,TRUE,11799.01,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8843",71538,12911818,"3091072","v8OeZPOEo7Tjsm6-WkgXpg",91491,TRUE,TRUE,TRUE,36341.96,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8844",71538,12911818,"3098978","obhlnjCuFPylvQQAdfOV9Q",91491,TRUE,TRUE,TRUE,36341.96,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8845",71538,12917144,"3011176","vpZyUSEmRxSdAy3V9DkhfA",91491,TRUE,TRUE,TRUE,6541.6,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8846",71538,12917144,"3011177","9QyQVXGmVtv_idoB9OnfOg",91491,TRUE,TRUE,TRUE,6091.34,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8847",71538,12917144,"3282625","h03OoA_YgeNnAHLa6qjJ6g",91491,TRUE,TRUE,TRUE,6091.34,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8848",71538,12921158,"3047237","QAZHM0DD_pCY7mnJHC4xgA",91491,TRUE,TRUE,TRUE,17761.52,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8849",71538,12921158,"3047400","C3jm6VG8ddGQRIHHCDdmJA",91491,TRUE,TRUE,TRUE,17761.52,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8850",71538,12921158,"3053394","cZs7zh8mgXX_V59eIU0apA",91491,TRUE,TRUE,TRUE,17761.52,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8851",71538,12923930,"3058246","KDx6WgPM0ax5Lta-TJcvBg",91491,TRUE,TRUE,TRUE,6612.28,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8852",71538,12923930,"3088670","2U3W54pUJuhYeRFevLl-7Q",91491,TRUE,TRUE,TRUE,9141.12,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8853",71538,12923930,"3259914","75aijmvalGYrzoV9He-yiQ",91491,TRUE,TRUE,TRUE,6413.55,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8854",71538,12923933,"3058247","ClGaLTLYhdoFEU20d2YfGQ",91491,TRUE,TRUE,TRUE,33641.14,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8855",71538,12923936,"3076378","SsaOkEGxqnSDUBunJAR29w",91491,TRUE,TRUE,TRUE,30563.03,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8856",71538,12926830,"3063372","qU0ub89UDMzJVndU7yd0Rg",91491,TRUE,TRUE,TRUE,20892.93,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8857",71538,12926830,"3063373","NYOAI3seEzZWbn3PRD-gcw",91491,TRUE,TRUE,TRUE,20892.93,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8858",71538,12926830,"3070971","m0c5agOrTwQteaMhZClwwg",91491,TRUE,TRUE,TRUE,19805.03,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8859",71538,12930087,"3042383","i3ji1z0mjBsWg4H6aEBXqQ",91491,TRUE,TRUE,TRUE,9314.64,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8860",71538,12930099,"3042385","RixM7czJ-BvegQDvEddPUA",91491,TRUE,TRUE,TRUE,13931.57,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8861",71538,12933416,"3254529","uZxD_94W5cZflts7nV24VA",91491,TRUE,TRUE,TRUE,11714.18,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8862",71538,13005614,"3060970","myu7VxS322w4RyCCxmvIfg",91491,TRUE,TRUE,TRUE,4579.68,200,FALSE,NA,FALSE,FALSE,"False","False",5,3,TRUE,NA
"8863",71538,13006098,"3060969","xb1HxitGc1rk2wpQxMAwEg",91491,TRUE,TRUE,TRUE,4549.81,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8864",71538,13006098,"3067437","yMyK_22bmrrIjgUJJKQg2w",91491,TRUE,TRUE,TRUE,4549.81,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8865",71538,13006286,"3083494","FHAaxkTPnKe6telanf1zdg",91491,TRUE,TRUE,TRUE,3393.25,200,FALSE,NA,FALSE,FALSE,"False","False",5,3,TRUE,NA
"8866",71538,13019194,"3049668","hKO3y7kX-X7gDBoDinKxQQ",91491,TRUE,TRUE,TRUE,31943.7,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8867",71538,13020860,"3050293","aNxQzZiZzwthtalTrvZPWA",91491,TRUE,TRUE,TRUE,6347.4,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8868",71538,13042889,"3081580","Cj68EbKfV3vEcQyPjdVKqQ",91491,TRUE,TRUE,TRUE,21490,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8869",71538,13042889,"3081581","vlePwAi631VkHHEpmDdJmA",91491,TRUE,TRUE,TRUE,21490,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8870",71538,13043110,"3062228","8bOnKTRNqm7y6_fFdoaIGQ",91491,TRUE,TRUE,TRUE,3096.82,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8871",71538,13044023,"3081576","IPSFGmgsSwjRK83LsDPjTg",91491,TRUE,TRUE,TRUE,12990,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8872",71538,13055418,"3162101","y1gAh7HbG3S99_u6gmd53A",91491,TRUE,TRUE,TRUE,9332.06,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8873",71538,13059919,"3047255","wqbRjKrPdo813Cma5fJGNg",91491,TRUE,TRUE,TRUE,7356.75,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8874",71538,13059919,"3047256","kTl-N9X7nvKD1Pz0JDR_ug",91491,TRUE,TRUE,TRUE,7356.75,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8875",71538,13059919,"3049818","iua4uR8ddC8-UcM0SFESBw",91491,TRUE,TRUE,TRUE,7356.75,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8876",71538,13061479,"3047027","3xoKgEalPJDe6tckp5XL2A",91491,TRUE,TRUE,TRUE,4324.81,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8877",71538,13061479,"3051996","1nlnGwr7CI1o1UvdjDXd5A",91491,TRUE,TRUE,TRUE,4324.81,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8878",71538,13066436,"3047181","01EuqjyKHpcPDE4XL9u39Q",91491,TRUE,TRUE,TRUE,5758.84,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8879",71538,13068192,"3046945","4TEnQtt3rPJWdSXwO2K2yg",91491,TRUE,TRUE,TRUE,2022.28,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8880",71538,13068192,"3047182","K8ViSvs74enHbQ_5ijR4fg",91491,TRUE,TRUE,TRUE,2022.28,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8881",71538,13083986,"3047893","i067Xqnj4HqRfzR2FwLKHQ",91491,TRUE,TRUE,TRUE,6546.84,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8882",71538,13083986,"3057926","_Uc7Cpe0w9qeqlGn4SVRQQ",91491,TRUE,TRUE,TRUE,6546.84,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8883",71538,13083989,"3076379","d-d5CRUdZoP5SILJIrHJ3A",91491,TRUE,TRUE,TRUE,7307.07,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8884",71538,13084976,"3048344","3rSFXaMRkYpw-AmeuHKncQ",91491,TRUE,TRUE,TRUE,6087.56,200,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"8885",71538,13085415,"3050053","9_RY8x6UTpNcOUySFPjjXw",91491,TRUE,TRUE,TRUE,3039.87,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8886",71538,13091545,"3072854","kK6AsDfwFRWCStiSwoLi7Q",91491,TRUE,TRUE,TRUE,10405.02,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8887",71538,13091545,"3072855","phBdasqmzvo1zQyIzvYoVw",91491,TRUE,TRUE,TRUE,9476.23,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8888",71538,13098250,"3081582","F_aN2QByvkxUtLQZZAvGaQ",91491,TRUE,TRUE,TRUE,24990,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8889",71538,13098250,"3087130","Y1tZeUW4RJq7WLxJNwfehg",91491,TRUE,TRUE,TRUE,24990,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8890",71538,13098251,"3088711","-awFo2JElJAabbcm7zv_-w",91491,TRUE,TRUE,TRUE,22990,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8891",71538,13098251,"3088712","zFlm6Xxi0p1B-1uWzgpEBg",91491,TRUE,TRUE,TRUE,22990,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8892",71538,13107679,"3048588","simI5590FZimUXsdjMb_2Q",91491,TRUE,TRUE,TRUE,8651.12,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8893",71538,13107679,"3048589","RMcX41BJ703mlE9W3sVXBA",91491,TRUE,TRUE,TRUE,9108.89,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8894",71538,13107679,"3048590","4bSM_U74JQPkYg6ISiQYPg",91491,TRUE,TRUE,TRUE,9108.89,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8895",71538,13107679,"3048591","1_WV98u3kI8dGRlgnUfjjQ",91491,TRUE,TRUE,TRUE,8651.12,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8896",71538,13139098,"3063366","uUnDI4ns1QmoWipRCnMJlA",91491,TRUE,TRUE,TRUE,4480.77,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8897",71538,13139098,"3063367","bT3pXHH1rYXn-fxQD6qvXg",91491,TRUE,TRUE,TRUE,4394.05,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8898",71538,13175602,"3067940","zhjxU-QCvi2t_iXwE_bMTA",91491,TRUE,TRUE,TRUE,11785,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8899",71538,13181890,"3079023","dmJuhz2gUz7BUgpNP4fDqg",91491,TRUE,TRUE,TRUE,17640,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8900",71538,13188749,"3070594","rv9ftQVTQB-4POCFEEiV1Q",91491,TRUE,TRUE,TRUE,17217.95,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8901",71538,13188749,"3070595","et9hJ3d-HnL29TyOG3lFlQ",91491,TRUE,TRUE,TRUE,17217.95,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8902",71538,13188749,"3070596","GKsUQXe2QLNXT8pTqlVkzA",91491,TRUE,TRUE,TRUE,17217.95,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8903",71538,13188749,"3081455","4_NHO8z0-42Ox9lODjgiHg",91491,TRUE,TRUE,TRUE,17465.46,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8904",71538,13188751,"3070597","OS-5-MGnWAaBaiVS4wJFTQ",91491,TRUE,TRUE,TRUE,21566.04,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8905",71538,13188751,"3070598","m4LIS4XMap9nWGuXkxHl8g",91491,TRUE,TRUE,TRUE,21566.04,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8906",71538,13188751,"3070599","jMEgTjSB8w4ffaD8qUBGmQ",91491,TRUE,TRUE,TRUE,21262.5,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8907",71538,13188751,"3070600","itD0Hs_qf6sCvITdCtKryw",91491,TRUE,TRUE,TRUE,21566.04,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8908",71538,13188752,"3070601","4A6n28QxGKu47-BUyFLlOw",91491,TRUE,TRUE,TRUE,27047.12,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8909",71538,13188752,"3070602","2w63GB3KrlzHhHlfxQkhUw",91491,TRUE,TRUE,TRUE,27047.12,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8910",71538,13188752,"3070697","7ix4WQMGegVmE9ahaMD1Dw",91491,TRUE,TRUE,TRUE,28150.82,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8911",71538,13190927,"3092910","Ta0a7lYngqHXGBVcFfldSw",91491,TRUE,TRUE,TRUE,5415.99,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8912",71538,13191404,"3055732","GgbC3gzIFfo-F_EDckVupg",91491,TRUE,TRUE,TRUE,6101.46,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8913",71538,13204367,"3060697","2fgAj7nj5ICKdQ9PMu3zLA",91491,TRUE,TRUE,TRUE,7204.94,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8914",71538,13205017,"3051623","U4E7YhpXvGlDu5_r_CVntg",91491,TRUE,TRUE,TRUE,20465.84,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8915",71538,13207923,"3060667","t264K6ObWrrZV6bcbyw1JQ",91491,TRUE,TRUE,TRUE,2865.52,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8916",71538,13208005,"3061269","FSM3Y7KDjAXlq5TnSMW4mA",91491,TRUE,TRUE,TRUE,17503.24,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8917",71538,13208005,"3061270","QRpjEm70EOAQfb5Xlb6mfA",91491,TRUE,TRUE,TRUE,17503.24,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8918",71538,13208005,"3062224","zMQJwSez5BS8RIBbTJj5VQ",91491,TRUE,TRUE,TRUE,17503.24,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8919",71538,13208006,"3061271","JI31QeemclYCI2I25Lnefg",91491,TRUE,TRUE,TRUE,6793.67,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8920",71538,13208006,"3061272","sx6xjJlfqOWADdYagdZY-Q",91491,TRUE,TRUE,TRUE,6793.67,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8921",71538,13223692,"3282255","yHI-uG7GKBRnxPbFQDDkUQ",91491,TRUE,TRUE,TRUE,5560.79,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8922",71538,13223714,"3061822","BI2tMLBAfb7AUkNKLlO3eA",91491,TRUE,TRUE,TRUE,4221.4,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8923",71538,13223742,"3263229","YT0_bfHqtCZXvleuc1ixCg",91491,TRUE,TRUE,TRUE,8701.03,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8924",71538,13223742,"3263230","L7ITxUKFIeuxwtMyDWFoKw",91491,TRUE,TRUE,TRUE,8701.03,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8925",71538,13227089,"3062000","2s1WiRj6-Srb26nmnZFu3w",91491,TRUE,TRUE,TRUE,5897.44,200,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"8926",71538,13227097,"3062963","g9_3ezoakBwZ-72aBrJ4xg",91491,TRUE,TRUE,TRUE,2002.4,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8927",71538,13227097,"3157637","Y0DLXisfiR3V820KH2h3Qw",91491,TRUE,TRUE,TRUE,2002.4,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8928",71538,13237858,"3282866","M5z7xgdduuwJJYkeuGaTBg",91491,TRUE,TRUE,TRUE,2114.1,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8929",71538,13238495,"3089028","NvEOOwGA0hwGu3iZt7OpSw",91491,TRUE,TRUE,TRUE,7771.26,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8930",71538,13238495,"3093146","nC_KWWIaE-9uvJkh23OxwA",91491,TRUE,TRUE,TRUE,5902.9,200,FALSE,NA,FALSE,FALSE,"False","False",5,3,TRUE,NA
"8931",71538,13238495,"3255096","EaA0kkiSFOYCaOqpjdl_xw",91491,TRUE,TRUE,TRUE,5902.9,200,FALSE,NA,FALSE,FALSE,"False","False",5,3,TRUE,NA
"8932",71538,13238884,"3067738","HnQ77h0ZNr4wOWdQBjzF2w",91491,TRUE,TRUE,TRUE,14383.49,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8933",71538,13277488,"3062955","IgAsEMYlqDsUHFnOmGvCTg",91491,TRUE,TRUE,TRUE,4470.18,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8934",71538,13280359,"3060666","GlMb54_zUypQ7KsgOGOtsw",91491,TRUE,TRUE,TRUE,4728.25,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8935",71538,13280359,"3074342","5nvmB5K4-O9lVfDY7kHWqg",91491,TRUE,TRUE,TRUE,4699.07,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8936",71538,13280359,"3074343","vEnS6NSTnMvgOBZI38gM5A",91491,TRUE,TRUE,TRUE,4728.25,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8937",71538,13280359,"3159480","-eW8T-5zuvkEWtbAWE4zhQ",91491,TRUE,TRUE,TRUE,4165.55,200,FALSE,NA,FALSE,FALSE,"False","False",5,7,TRUE,NA
"8938",71538,13313433,"3086885","cX0zZkj6IMf0kk-MYnL1oA",91491,TRUE,TRUE,TRUE,7155.64,200,FALSE,NA,FALSE,FALSE,"False","False",5,8,TRUE,NA
"8939",71538,13324567,"3062962","jdB7RzKckMlAPJhOc9eJ6Q",91491,TRUE,TRUE,TRUE,4945.45,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8940",71538,13324567,"3090402","uiwk-E0U-Amu8rSgAQY6vg",91491,TRUE,TRUE,TRUE,4945.45,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8941",71538,13324567,"3090403","_eWmqDBvAC0ovMHCGE1ZmA",91491,TRUE,TRUE,TRUE,4945.45,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8942",71538,13324567,"3091833","yVftDvpMvK5FFyKFFltg6g",91491,TRUE,TRUE,TRUE,4945.45,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8943",71538,13324567,"3091834","1MD08N_QCMBeSz229Q1gRw",91491,TRUE,TRUE,TRUE,4945.45,200,FALSE,NA,FALSE,FALSE,"False","False",5,5,TRUE,NA
"8944",71538,13325392,"3072954","kNrBApyyZgTochk8mHq9kQ",91491,TRUE,TRUE,TRUE,11257.96,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8945",71538,13325392,"3078944","QXAZmpQS49ZJK8LB0YAmrw",91491,TRUE,TRUE,TRUE,11502.11,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8946",71538,13325392,"3086782","vjIuK6dYW4jYsbz3D_8RqQ",91491,TRUE,TRUE,TRUE,11257.96,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8947",71538,13325393,"3079579","BICOl2BIorvvfJOKjQnj9A",91491,TRUE,TRUE,TRUE,8268.61,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8948",71538,13325393,"3081727","L5M93ty3N85gqPQMEPbR4Q",91491,TRUE,TRUE,TRUE,8268.61,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8949",71538,13325393,"3084508","BVOiZ8IyO17EdhUCOLGpYA",91491,TRUE,TRUE,TRUE,8268.61,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8950",71538,13332716,"3050263","Ui20s54znRio_nOsOGN9VA",91491,TRUE,TRUE,TRUE,9616.45,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8951",71538,13332716,"3059225","MA_DUzGV__RtVX0FvdL7Jg",91491,TRUE,TRUE,TRUE,9315.08,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8952",71538,13333463,"3067447","MZKa_mt0sG8AFjlSHY14oA",91491,TRUE,TRUE,TRUE,5405.16,200,FALSE,NA,FALSE,FALSE,"False","False",5,4,TRUE,NA
"8953",71538,13340756,"3281195","Zf5SROmemR2-SRfTPWc6eg",91491,TRUE,TRUE,TRUE,16990,200,FALSE,NA,FALSE,FALSE,"False","False",5,9,TRUE,NA
"8954",71538,13340782,"3079018","mNY3OaD_bbt0qUusnNigTA",91491,TRUE,TRUE,TRUE,7659.7,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
"8955",71538,13340782,"3079261","_zk3bjncnxcf_qOVTXK8rw",91491,TRUE,TRUE,TRUE,7659.7,200,FALSE,NA,FALSE,FALSE,"False","False",5,6,TRUE,NA
